Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Ford,Model A,2016,3.5,22814,Diesel,Manual,32350.74318
Honda,Model B,2017,4.3,3230,Diesel,Automatic,35049.56614
Ford,Model E,2013,4.5,105825,Diesel,Manual,28706.13314
Ford,Model A,2010,2.5,104153,Diesel,Manual,23287.05326
BMW,Model C,2001,1.5,108998,Electric,Automatic,13515.10735
Ford,Model B,2020,1.7,38824,Electric,Automatic,33917.39534
Toyota,Model C,2000,2.1,119410,Diesel,Manual,17004.12661
Audi,Model C,2010,2.8,50416,Diesel,Manual,27108.28979
Audi,Model E,2001,1.4,100563,Petrol,Manual,17429.38268
Honda,Model D,2015,2.1,191061,Petrol,Automatic,23071.41589
Ford,Model E,2021,2.1,71812,Petrol,Automatic,31476.67838
Toyota,Model B,2002,1,196363,Diesel,Automatic,12032.15183
Honda,Model B,2019,2.2,58876,Petrol,Automatic,28210.93705
BMW,Model E,2000,1.4,55572,Diesel,Manual,21494.79631
Honda,Model D,2020,2.5,87304,Electric,Automatic,29746.87055
Honda,Model E,2019,1.7,88668,Diesel,Manual,28656.44726
Ford,Model B,2007,3.9,114266,Electric,Automatic,22417.52405
BMW,Model D,2018,1.3,193168,Electric,Manual,22239.77688
Honda,Model B,2000,4,75111,Diesel,Automatic,20394.17123
Toyota,Model D,2004,3,73367,Petrol,Manual,22537.00107
Toyota,Model D,2000,2.6,180890,Diesel,Automatic,15421.30885
Audi,Model E,2010,2.9,194695,Petrol,Manual,23539.86181
BMW,Model E,2020,2.3,68348,Electric,Automatic,31499.32666
BMW,Model E,2008,1.4,166315,Electric,Manual,20359.06942
Audi,Model D,2004,3.7,23357,Electric,Automatic,28152.17308
Honda,Model D,2001,4.2,199708,Electric,Automatic,15694.6859
BMW,Model B,2012,4.3,113234,Diesel,Manual,25729.76017
Toyota,Model C,2017,3.3,85321,Electric,Manual,31356.72486
Toyota,Model E,2011,2.4,37783,Petrol,Automatic,25407.34673
Ford,Model B,2013,2.7,125985,Petrol,Automatic,21512.97944
BMW,Model B,2004,3.3,51703,Electric,Automatic,23062.87098
Honda,Model A,2009,3.9,116839,Diesel,Automatic,25994.4197
Audi,Model E,2019,2.3,88557,Electric,Automatic,27084.62529
Audi,Model B,2001,4.2,195954,Electric,Automatic,20612.61471
Honda,Model A,2003,2.1,65923,Petrol,Automatic,22257.88137
Ford,Model E,2011,2.9,153320,Diesel,Manual,23012.34281
Audi,Model D,2010,4.4,64748,Diesel,Manual,30338.22986
BMW,Model A,2003,4.3,162526,Petrol,Manual,22181.22781
Ford,Model D,2010,3.4,78728,Petrol,Manual,28100.13753
BMW,Model C,2008,2.1,117849,Petrol,Automatic,19673.53631
Toyota,Model C,2009,1.8,2380,Diesel,Automatic,29502.30709
Ford,Model C,2005,1.3,123256,Petrol,Automatic,19193.37606
Audi,Model C,2014,3.5,168175,Petrol,Automatic,23801.33656
Ford,Model B,2009,2.8,94389,Petrol,Automatic,25925.86892
Ford,Model C,2021,3,743,Electric,Automatic,32797.89912
Ford,Model B,2020,2.7,40124,Diesel,Manual,34104.02041
Ford,Model B,2005,2.7,144200,Diesel,Automatic,20266.05704
BMW,Model E,2000,3,118174,Electric,Automatic,14802.0969
Toyota,Model B,2020,4.2,181292,Diesel,Automatic,32331.15839
Honda,Model B,2021,1.1,189424,Petrol,Automatic,19614.61333
Ford,Model C,2019,3.8,45653,Electric,Automatic,34965.3856
Audi,Model B,2020,2.4,46072,Petrol,Automatic,34325.07368
Ford,Model D,2003,3.6,122214,Petrol,Automatic,16360.81622
Audi,Model C,2021,4.3,41302,Petrol,Manual,36500.14018
BMW,Model A,2013,2.1,77011,Petrol,Manual,27621.91321
Audi,Model C,2019,1.3,106452,Diesel,Manual,28009.60164
Honda,Model B,2021,1.8,31898,Electric,Manual,33938.7385
Toyota,Model D,2019,1.8,103620,Electric,Automatic,28770.85843
Audi,Model C,2007,3.6,17889,Petrol,Manual,28133.59085
Audi,Model D,2010,1.2,142024,Electric,Manual,20217.41864
Toyota,Model A,2014,1.2,45985,Electric,Automatic,30123.61845
Honda,Model A,2018,3.4,183049,Petrol,Manual,28174.7519
Ford,Model E,2007,2.9,74106,Petrol,Automatic,23260.96302
Audi,Model E,2012,2.5,60139,Diesel,Manual,29123.77329
Toyota,Model C,2017,3,8897,Diesel,Manual,35767.731
BMW,Model E,2021,3.6,18798,Petrol,Manual,34000.67759
Toyota,Model D,2016,1.4,5656,Diesel,Automatic,29475.10108
BMW,Model E,2005,2.9,156418,Diesel,Automatic,18907.19254
Honda,Model D,2014,3.9,12193,Electric,Manual,35039.33158
Ford,Model E,2012,2.3,136219,Petrol,Manual,21969.60794
Toyota,Model E,2017,3.7,126474,Electric,Automatic,27317.94577
Audi,Model E,2010,4,102748,Electric,Automatic,29045.71777
Honda,Model B,2012,3.9,144501,Petrol,Manual,23164.62459
Toyota,Model B,2000,3.3,173263,Electric,Manual,17307.90818
Audi,Model E,2017,3.5,83366,Diesel,Manual,28873.68027
Toyota,Model D,2004,3.8,159836,Diesel,Manual,22789.93878
BMW,Model C,2005,3.6,63628,Diesel,Automatic,24295.68927
Toyota,Model A,2000,2.6,133474,Diesel,Manual,17599.71961
Toyota,Model B,2006,1.6,5642,Diesel,Automatic,20135.72956
Toyota,Model E,2003,2.1,83746,Electric,Automatic,20516.31143
Honda,Model A,2008,1.7,7918,Petrol,Automatic,25650.79822
Toyota,Model B,2014,2.3,118535,Electric,Automatic,24816.40083
Audi,Model C,2005,2.7,114438,Electric,Automatic,23781.9879
BMW,Model D,2016,4.4,148548,Diesel,Automatic,29568.91086
BMW,Model E,2019,4.4,21061,Diesel,Automatic,37038.23613
Toyota,Model C,2017,3.7,116408,Electric,Automatic,27602.16809
Honda,Model B,2021,4.4,181106,Electric,Automatic,33518.7982
Honda,Model E,2003,4.5,183714,Petrol,Manual,16637.66302
Audi,Model A,2008,4.1,161501,Petrol,Automatic,20732.15637
Toyota,Model D,2013,1.3,169637,Petrol,Manual,18089.10051
BMW,Model B,2002,2.5,20215,Petrol,Automatic,24369.51896
Honda,Model D,2000,2.9,120148,Petrol,Automatic,18879.57779
Toyota,Model E,2010,1.4,113613,Diesel,Manual,19610.45239
Honda,Model C,2000,3.8,172336,Petrol,Automatic,18335.52688
Honda,Model D,2011,1.5,56098,Electric,Automatic,27011.47431
BMW,Model A,2008,2.3,68764,Diesel,Manual,24273.09589
Ford,Model B,2004,1.2,93271,Electric,Manual,16218.0797
Audi,Model A,2014,2.8,140515,Diesel,Automatic,24366.41071
Audi,Model D,2017,3.1,123816,Diesel,Automatic,25873.82784
BMW,Model C,2008,3.6,39276,Petrol,Manual,25440.34691
Honda,Model C,2012,2.2,31711,Electric,Automatic,27891.84564
Toyota,Model A,2012,3.1,175749,Petrol,Automatic,20603.3115
Honda,Model E,2012,3.6,190547,Electric,Automatic,22011.04001
BMW,Model E,2009,3.7,167129,Electric,Manual,23388.09978
Audi,Model C,2009,2.1,39764,Petrol,Automatic,26353.26984
Honda,Model A,2021,1.2,4844,Petrol,Manual,34067.77116
Audi,Model A,2006,1.1,107181,Diesel,Automatic,15399.56276
Toyota,Model A,2021,3.7,102539,Diesel,Automatic,31364.15139
Audi,Model D,2004,2.3,24630,Diesel,Automatic,26392.33489
Audi,Model E,2019,1.5,85132,Electric,Manual,23884.42534
Ford,Model E,2006,1.6,151625,Petrol,Manual,17277.39824
Ford,Model D,2019,3.7,101510,Diesel,Manual,31225.89567
Ford,Model B,2009,3.1,174987,Petrol,Automatic,18757.35376
Audi,Model D,2009,2.8,146236,Diesel,Automatic,20436.18497
BMW,Model A,2020,3.2,190360,Diesel,Manual,23503.45163
Audi,Model D,2012,1.5,17025,Petrol,Manual,27706.68684
BMW,Model A,2014,2.1,4839,Diesel,Manual,24958.7681
BMW,Model C,2005,2.3,38937,Petrol,Automatic,22622.4083
Ford,Model A,2019,2.1,113074,Diesel,Automatic,25606.75087
Honda,Model E,2011,4,46660,Petrol,Manual,31982.2204
Toyota,Model D,2018,3,196669,Diesel,Automatic,21042.70593
Ford,Model A,2010,3.6,115911,Diesel,Automatic,27997.48827
Ford,Model B,2005,1.8,33260,Electric,Manual,24931.35821
Honda,Model C,2000,1.9,96200,Petrol,Automatic,20080.15211
Toyota,Model B,2001,1.8,23206,Diesel,Manual,21085.98264
Audi,Model B,2014,3.4,55763,Electric,Manual,29172.05973
Audi,Model B,2003,2.2,83059,Petrol,Manual,19173.19278
Ford,Model C,2004,2.4,152946,Diesel,Manual,19314.13785
Toyota,Model C,2014,3.5,6794,Diesel,Manual,31957.02186
Ford,Model C,2010,4.4,148711,Diesel,Automatic,23749.29044
BMW,Model C,2009,1.6,166335,Petrol,Manual,17674.99527
Ford,Model B,2016,1.2,117973,Electric,Manual,24243.61862
Ford,Model E,2001,1.7,182479,Diesel,Automatic,11249.15212
Audi,Model E,2019,3.6,41961,Electric,Automatic,31699.47688
Audi,Model C,2009,1.7,197733,Petrol,Manual,19713.17777
Audi,Model D,2019,3,85801,Petrol,Manual,28396.31478
BMW,Model A,2002,3.1,184329,Diesel,Manual,19878.53838
Audi,Model D,2018,2,11736,Diesel,Manual,30358.88324
Toyota,Model D,2004,1.2,164986,Diesel,Automatic,12439.42798
Honda,Model D,2002,2.4,181010,Electric,Manual,18490.09654
Toyota,Model E,2007,1.7,59395,Electric,Manual,26420.81646
Toyota,Model A,2004,1.6,80338,Diesel,Manual,19021.54954
Audi,Model D,2011,2.8,114946,Petrol,Manual,26538.14866
Honda,Model C,2013,3.4,195280,Petrol,Automatic,22742.21203
Honda,Model E,2006,1.3,79757,Diesel,Automatic,20927.60603
Honda,Model C,2010,3,69385,Electric,Manual,27158.42902
BMW,Model C,2007,1.9,65285,Petrol,Manual,23076.14868
Audi,Model D,2004,3.4,153886,Electric,Manual,20310.42322
Honda,Model C,2007,3.8,120862,Diesel,Automatic,24069.04714
BMW,Model A,2011,3.8,177839,Electric,Manual,22056.01513
Ford,Model C,2014,2.3,135688,Electric,Automatic,22399.99704
Ford,Model D,2018,3,90100,Electric,Automatic,27196.5637
BMW,Model C,2015,3.8,197323,Petrol,Manual,20463.25286
BMW,Model E,2013,1.2,65659,Electric,Automatic,24434.36164
Audi,Model E,2006,3.1,67713,Electric,Automatic,23128.60199
Audi,Model E,2007,3.9,187113,Electric,Manual,17669.00866
Ford,Model B,2006,2.3,195075,Diesel,Manual,15201.8197
Honda,Model E,2017,2.6,148959,Electric,Automatic,24189.54753
Ford,Model E,2005,3.4,46811,Electric,Automatic,24860.34357
Honda,Model B,2018,1.2,146181,Petrol,Automatic,25876.3675
Honda,Model E,2003,2.3,187318,Diesel,Manual,14543.72761
Audi,Model D,2002,2,63387,Electric,Automatic,23721.86404
Toyota,Model E,2016,1.1,133196,Petrol,Manual,21037.91924
Toyota,Model E,2021,1.7,101558,Petrol,Automatic,28786.44956
BMW,Model B,2018,2.4,67949,Electric,Manual,27401.39053
Audi,Model D,2014,1.7,151843,Petrol,Automatic,25239.00259
Honda,Model C,2005,3.1,6089,Petrol,Automatic,29846.63386
Toyota,Model A,2011,2.6,5833,Petrol,Manual,30905.64827
Honda,Model D,2018,1.1,146820,Petrol,Manual,26814.11794
Toyota,Model C,2005,2,49308,Electric,Automatic,24774.73828
Toyota,Model D,2010,1.1,42083,Electric,Automatic,24972.87134
Toyota,Model C,2019,2.3,152459,Petrol,Automatic,22766.76603
Audi,Model C,2019,1.9,115605,Electric,Automatic,21807.35965
Ford,Model D,2009,3.4,79674,Electric,Manual,23727.44687
Honda,Model B,2015,2.1,1702,Petrol,Automatic,27242.015
Audi,Model D,2017,2.3,165505,Petrol,Manual,22224.89232
Audi,Model D,2013,3.5,21773,Petrol,Manual,33599.9178
Audi,Model C,2003,2.7,143497,Electric,Manual,16591.82713
Audi,Model A,2011,2.9,38575,Electric,Manual,27446.38069
Audi,Model C,2019,3.9,20098,Diesel,Manual,35408.82718
BMW,Model E,2020,1.7,72519,Diesel,Manual,28958.39016
Honda,Model D,2007,4.5,152566,Petrol,Automatic,22684.79015
Audi,Model D,2006,4.2,128699,Diesel,Automatic,26341.86111
Honda,Model B,2008,2,2397,Electric,Manual,26928.93324
BMW,Model C,2016,4.1,26770,Diesel,Automatic,34203.08199
BMW,Model B,2009,3.6,38222,Diesel,Manual,33740.09483
Honda,Model D,2002,4.3,181779,Petrol,Manual,22985.10675
Toyota,Model C,2020,3.4,93737,Electric,Manual,31151.37452
Ford,Model C,2007,3.4,49033,Electric,Automatic,27941.3213
Toyota,Model E,2013,1,65879,Electric,Automatic,22362.20358
Toyota,Model E,2006,2.7,78475,Electric,Automatic,19298.27921
Toyota,Model A,2015,1.7,198152,Diesel,Manual,21355.63073
Audi,Model E,2017,2.1,15950,Petrol,Automatic,28788.03487
BMW,Model C,2010,4.4,96081,Diesel,Manual,29124.70435
Toyota,Model E,2005,1.3,48787,Electric,Manual,25956.07273
BMW,Model A,2019,3.5,88768,Petrol,Automatic,27309.4805
Honda,Model D,2020,1.6,191234,Petrol,Manual,18079.99297
Ford,Model E,2013,1,90150,Electric,Manual,21155.6128
Honda,Model C,2020,2.8,95551,Electric,Manual,31442.72815
Honda,Model D,2012,1.6,106350,Petrol,Manual,25383.10659
Audi,Model C,2003,4.4,127943,Electric,Manual,24520.22037
Ford,Model D,2019,1.7,62926,Electric,Automatic,29329.40565
Honda,Model C,2019,1.7,4986,Electric,Manual,31684.3911
Honda,Model E,2010,1.1,78485,Electric,Manual,22523.15262
Ford,Model E,2017,2.2,131307,Petrol,Automatic,27702.59505
Ford,Model A,2000,1.1,139065,Petrol,Automatic,12958.38468
Honda,Model D,2011,2.7,145908,Diesel,Manual,22687.88992
Ford,Model A,2017,2.8,70760,Diesel,Automatic,27252.8245
Honda,Model B,2006,1.2,164078,Petrol,Manual,16914.5105
Honda,Model E,2011,1.8,152380,Diesel,Automatic,20517.41845
Audi,Model D,2000,3.9,65587,Electric,Automatic,28693.48658
Toyota,Model A,2021,2.6,157803,Electric,Automatic,23854.1464
Honda,Model A,2003,2.5,75108,Petrol,Manual,23619.50079
BMW,Model B,2017,3.4,197664,Diesel,Automatic,23392.17984
Toyota,Model A,2014,3.5,8498,Electric,Automatic,34223.93217
Toyota,Model C,2002,3.7,45066,Diesel,Automatic,26644.39868
Toyota,Model E,2006,3.9,177790,Petrol,Manual,20331.72289
Audi,Model A,2005,1.8,89529,Petrol,Automatic,18560.47356
Honda,Model A,2014,1.2,150065,Diesel,Automatic,18783.6308
Audi,Model B,2014,2.3,12485,Petrol,Automatic,30186.0344
Honda,Model C,2005,4,69136,Electric,Automatic,24597.2884
Audi,Model A,2007,1.3,177195,Electric,Automatic,15779.81746
Audi,Model E,2007,3,46264,Diesel,Automatic,23703.96284
BMW,Model E,2021,3.5,45606,Diesel,Automatic,35235.4698
Audi,Model A,2000,2.7,36346,Petrol,Manual,20797.42547
Ford,Model C,2012,1.9,103865,Petrol,Manual,22773.79505
BMW,Model E,2020,2.1,166383,Diesel,Automatic,27512.56102
Audi,Model E,2012,1.3,115192,Petrol,Manual,22136.9731
Toyota,Model C,2010,2,123016,Diesel,Automatic,23360.30771
Ford,Model C,2003,1.2,173334,Diesel,Automatic,12322.76669
Ford,Model A,2006,3.5,53166,Electric,Automatic,26895.54558
Ford,Model D,2011,4.1,39075,Petrol,Manual,31608.67432
BMW,Model B,2012,3.2,167454,Diesel,Manual,21096.14537
Audi,Model D,2021,3.3,78675,Electric,Manual,32288.25326
Audi,Model D,2011,2.7,103446,Diesel,Automatic,23886.00814
Toyota,Model E,2015,1.5,186295,Petrol,Manual,20729.31941
Toyota,Model C,2005,1,4806,Electric,Manual,20613.54289
Ford,Model E,2013,2.2,180730,Petrol,Automatic,18764.44398
Toyota,Model B,2018,3.6,29357,Electric,Automatic,30945.94033
BMW,Model A,2015,4.4,58877,Petrol,Automatic,30055.27156
Audi,Model B,2003,2.5,110137,Diesel,Automatic,18741.94161
Ford,Model E,2004,2.3,53155,Diesel,Automatic,23968.21488
Toyota,Model E,2008,2.6,58051,Diesel,Automatic,25481.65362
BMW,Model E,2002,2.5,124503,Petrol,Automatic,18952.67071
BMW,Model E,2021,3.2,73147,Electric,Automatic,30290.24435
Toyota,Model D,2009,3.6,127117,Petrol,Manual,24299.16735
Audi,Model A,2016,3.7,157976,Diesel,Manual,29014.27035
Toyota,Model D,2018,3.3,76742,Petrol,Automatic,31353.38044
Ford,Model E,2009,2.5,97486,Electric,Manual,25247.23226
Toyota,Model C,2011,4.3,132779,Diesel,Automatic,25450.30808
BMW,Model D,2006,3.5,182668,Petrol,Manual,18907.9257
Toyota,Model E,2017,2.5,22290,Diesel,Manual,32428.35736
Audi,Model E,2018,2.6,84875,Petrol,Manual,27079.62061
Honda,Model A,2014,3.9,19311,Petrol,Automatic,32593.08172
Toyota,Model B,2006,2.5,181081,Diesel,Automatic,18319.83829
Audi,Model D,2011,2.8,48175,Electric,Automatic,26910.41124
Audi,Model D,2021,2,2720,Diesel,Automatic,31674.33519
BMW,Model D,2006,3.9,35790,Electric,Automatic,26710.03838
Audi,Model E,2009,2.8,81285,Diesel,Automatic,22280.10106
Audi,Model A,2021,2.9,115066,Diesel,Manual,30101.43995
Audi,Model E,2019,4.1,90328,Diesel,Manual,33852.39672
Audi,Model E,2009,4.2,158544,Petrol,Automatic,22962.82673
Ford,Model C,2004,3.9,22442,Petrol,Automatic,33153.03592
Ford,Model A,2017,1.2,23802,Electric,Manual,27192.88266
BMW,Model D,2008,2.6,185187,Diesel,Manual,17457.28808
Toyota,Model B,2015,2.2,12721,Petrol,Manual,31803.3789
Audi,Model D,2006,1.7,35757,Petrol,Automatic,24854.04769
Toyota,Model E,2009,4.2,167670,Diesel,Automatic,24856.30602
Toyota,Model A,2004,4.1,159304,Diesel,Manual,23377.52338
BMW,Model A,2006,2.6,169243,Diesel,Manual,16874.27955
Audi,Model A,2004,1.5,157154,Electric,Manual,16888.23634
Audi,Model C,2014,1,91402,Diesel,Manual,20631.32757
Honda,Model D,2018,2.5,1939,Petrol,Manual,35034.20606
Toyota,Model C,2009,1.1,119382,Petrol,Manual,21721.97567
Toyota,Model B,2007,3.1,31989,Diesel,Manual,29187.43421
Ford,Model E,2008,3.1,130404,Electric,Automatic,22574.3789
Honda,Model C,2010,4.1,73251,Electric,Automatic,30591.75645
Ford,Model C,2021,1.7,199394,Petrol,Manual,23266.03174
Ford,Model E,2001,2.3,14454,Electric,Manual,26143.61024
Ford,Model A,2002,4,132449,Diesel,Manual,20759.93361
BMW,Model E,2012,2.7,35523,Electric,Manual,27977.95995
BMW,Model D,2010,1.2,30807,Electric,Manual,25714.93617
Ford,Model E,2009,1.4,18467,Petrol,Automatic,22852.54786
Honda,Model A,2014,3.8,37177,Petrol,Manual,31267.89562
Toyota,Model E,2005,3.6,143359,Petrol,Manual,21430.19228
Honda,Model C,2000,4.1,48667,Electric,Manual,22093.50701
Audi,Model B,2013,1.4,143910,Petrol,Manual,21302.15343
BMW,Model C,2017,3.7,163137,Petrol,Automatic,27732.55955
Toyota,Model B,2010,3.3,55259,Electric,Automatic,29509.74144
Toyota,Model E,2007,1.8,179939,Electric,Automatic,14107.10936
Audi,Model D,2021,4.4,36872,Electric,Automatic,38482.86847
Audi,Model E,2002,3,195942,Diesel,Automatic,12049.81825
Ford,Model A,2013,4.2,10522,Diesel,Automatic,31560.31738
BMW,Model E,2001,4,114108,Electric,Automatic,25877.87643
BMW,Model B,2015,2.2,160204,Petrol,Manual,23197.6869
Honda,Model C,2005,2.9,40425,Electric,Automatic,23188.22714
Ford,Model D,2000,2.5,5478,Diesel,Automatic,21001.35244
Ford,Model E,2013,3.5,93873,Petrol,Automatic,25273.67079
Ford,Model E,2009,3.1,190427,Diesel,Automatic,18284.30965
Ford,Model C,2005,3.7,51793,Diesel,Automatic,28258.96912
BMW,Model D,2008,1,5025,Diesel,Automatic,25844.55779
BMW,Model E,2006,3.4,7764,Diesel,Manual,30546.63238
Ford,Model E,2001,2.1,198720,Petrol,Manual,11647.08074
Honda,Model B,2010,1.8,69036,Electric,Manual,20162.11021
Toyota,Model B,2013,3.8,95062,Petrol,Manual,29624.94815
Toyota,Model A,2004,1.3,31521,Electric,Manual,21895.82485
Honda,Model C,2008,1.8,171464,Electric,Automatic,16434.62592
Ford,Model D,2006,1.7,28807,Petrol,Manual,25951.03489
BMW,Model E,2013,2.5,193273,Electric,Automatic,23433.57004
Toyota,Model E,2015,2.1,18013,Petrol,Manual,33246.8173
Audi,Model A,2021,3.5,11311,Petrol,Manual,33872.19694
Audi,Model E,2015,3.4,161699,Electric,Manual,27673.57373
Honda,Model C,2006,2.1,80483,Electric,Manual,22955.14438
Ford,Model A,2009,2.5,9041,Diesel,Manual,26802.65716
Toyota,Model C,2020,1.7,187585,Electric,Manual,25440.17363
Ford,Model A,2005,3.3,71796,Electric,Automatic,22740.19756
Toyota,Model E,2016,2.4,23306,Electric,Manual,29379.19432
Honda,Model A,2000,1.5,174899,Petrol,Manual,15061.70741
Honda,Model B,2001,1.4,89086,Diesel,Manual,16615.13893
Audi,Model D,2013,2.1,92151,Diesel,Manual,25905.13446
Ford,Model E,2003,3.6,142499,Petrol,Automatic,19577.7016
Audi,Model D,2008,1.1,165150,Electric,Automatic,17290.01001
Ford,Model E,2005,1.9,78359,Electric,Manual,21874.75296
Audi,Model D,2016,1.6,162285,Petrol,Manual,20168.62903
BMW,Model B,2020,4.3,129428,Diesel,Automatic,31543.54946
BMW,Model D,2010,3.5,62960,Petrol,Manual,26800.19486
BMW,Model A,2003,1.8,63741,Petrol,Manual,19000.3392
BMW,Model D,2020,1.7,59000,Electric,Manual,27222.21684
Toyota,Model E,2008,4,27207,Petrol,Automatic,27434.2713
BMW,Model C,2015,1.7,3936,Petrol,Automatic,28489.98955
Honda,Model D,2002,4.5,51775,Petrol,Automatic,27559.65377
Honda,Model D,2003,2,18674,Electric,Automatic,20838.64922
Toyota,Model D,2002,1.3,180862,Electric,Manual,13723.92187
BMW,Model E,2012,3.4,14374,Diesel,Automatic,31830.8154
BMW,Model D,2018,3.1,96128,Diesel,Manual,31394.61564
BMW,Model E,2020,4.5,115040,Diesel,Automatic,31157.99497
Audi,Model E,2000,3.8,127401,Electric,Automatic,20555.30489
Ford,Model C,2005,2.5,109644,Diesel,Manual,18707.18908
Audi,Model A,2021,3.4,146389,Petrol,Manual,26376.31735
Ford,Model E,2002,3.9,29181,Diesel,Automatic,27065.83491
BMW,Model B,2002,2.8,142852,Petrol,Automatic,22594.63841
BMW,Model D,2015,2,52994,Diesel,Manual,29170.9786
Audi,Model B,2009,1.7,20402,Electric,Automatic,23448.98909
Audi,Model D,2016,2,194979,Petrol,Automatic,18995.29647
Ford,Model C,2006,4,154348,Petrol,Automatic,23514.44781
Honda,Model E,2012,2.3,72778,Electric,Automatic,27402.64893
Ford,Model A,2010,2,124889,Petrol,Manual,21865.06262
Audi,Model E,2009,3.8,93057,Diesel,Manual,26025.85146
Audi,Model D,2006,1.1,1052,Electric,Automatic,25191.90957
Toyota,Model A,2005,3.1,15400,Petrol,Automatic,24867.22704
Audi,Model E,2000,4.1,61980,Electric,Manual,26155.88152
Toyota,Model A,2016,2.4,85483,Petrol,Manual,28233.27325
Honda,Model D,2011,1.9,25699,Petrol,Automatic,25402.15727
Ford,Model C,2003,2.7,34111,Electric,Manual,24025.70904
Ford,Model C,2002,3.5,61065,Petrol,Automatic,30887.48366
Toyota,Model E,2005,2.8,122378,Diesel,Automatic,20394.08501
Ford,Model B,2015,1,81798,Diesel,Manual,25536.14329
Audi,Model D,2012,1.3,166763,Petrol,Manual,20930.54829
BMW,Model E,2008,3.5,108732,Petrol,Automatic,24948.02114
Toyota,Model E,2010,2.4,178269,Diesel,Automatic,19082.61723
Ford,Model C,2019,3.7,52404,Petrol,Automatic,31823.82902
Toyota,Model A,2020,3.3,60736,Petrol,Automatic,32213.9043
Toyota,Model D,2012,3,125210,Electric,Manual,24453.95651
BMW,Model A,2018,4.2,23942,Electric,Manual,37752.90109
Audi,Model D,2002,1.1,150073,Diesel,Manual,17896.59835
Toyota,Model B,2011,1.5,28696,Diesel,Manual,29687.59447
Ford,Model C,2018,3.2,22319,Electric,Automatic,32582.20624
Honda,Model B,2007,1.2,37123,Electric,Automatic,25142.98242
Toyota,Model E,2013,3.3,182237,Diesel,Manual,23546.55751
Toyota,Model C,2021,4.4,149383,Diesel,Automatic,28673.61198
BMW,Model E,2008,4.1,158192,Diesel,Automatic,20322.25337
Audi,Model B,2016,3.1,22642,Electric,Manual,31422.47981
Honda,Model D,2005,4.1,70083,Electric,Automatic,25911.77073
